-5152290794659183099, 8077024139496095325
-2799941619436474414, -5666456976622565430
-375535949687465825, -963475498286641097
1976531754853499244, 3739788554520910244
4328880930076207673, 8370993918090650129
6753287703648588550, -5372768677299688578
9105636878871297235, -669505723987053333
-6988758015320644192, 4033758328820497752
-4564632721036718483, 8664682217413527237
-2212283545814010054, -5078798903000166606
212123227741593607, -375535949687465825
2564471303469451732, 4255389038417191180
4916539008010416801, 8958651991713114745
7340945777270987630, -4784829128683801626
-8753449116920888261, -81846546557993901
-6401099941698179832, 4549358812716778944
-3976693172437543211, -9194122307696914899
-1624625467879800926, -4491140825065957478
727723707342907503, 212123227741593607
3152130480898445628, 4843328587016366452
5504478556609526281, -8900434008374037791
7856546261150491606, -4197171050766369970
-8165791043298423645, 433753933043319995
-5813441868058938000, 5137016886339177768
-3389035094503334339, -8606464229762705771
-1036685919280691446, -3903482751443493118
1315381785260273879, 727723707342907503
3739788554520910244, 5430986664933732828
6092137734038585969, -8312775930439828919
8444485809766443838, -3609512977143905354
-7578132965364214773, 1021693485937396771
-5225783790141506088, 5724674964256609680
-2873434614918863195, -8018806156140241155
-449027841363259534, -3315543202844317846
1903321333859448895, 1315381785260273879
4255389038417191180, 6018644738572974404
6679795807677827801, -7724836381840653647
9032143887683875750, -3093911393736062178
-6990193416765105037, 1609351559559861387
-4638125716519107264, 6312614512872562168
-2285776537001431539, -7431148078222809499
138630232275982298, -2799941619436474414
2490979411793658023, 1903321333859448895
4843328587016366452, 6606302816490406316
7267453885595193921, -7137178303923287527
-8826941012891649266, -2505971845136886906
-6474592937180568357, 2197009633199103219
-4050186163608187480, 6900272590789993824
-1698118463362189707, -6915547598621561139
654230716155486018, -2212283545814010054
3078637485416056847, 2490979411793658023
5430986664933732828, 7193960890112805140
7783335840156441257, -6621577824321973631
-8239282939252407434, -1918313767219454994
-5886933759734731709, 2784667711116534875
-3462528089985723120, 7487930664412392904
-1110178910468047139, -6327608045727418827
1241888789777885098, -1624625467879800926
3666295563333488759, 3078637485416056847
6018644738572974404, 7781900443023724924
8370993918090650129, -6033918646892913943
-7651343386358264866, -1330655693580213418
-5299275686112267093, 3372607259715644611
-2946926506594656904, 8003531148308673840
-522520836845648315, -5739948872593326435
1829828342688804626, -1036685919280691446
4181896042934802655, 3666295563333488759
6606302816490406316, 8297500922608261604
8958651991713114745, -5445979098276961711
-7063685312735866042, -742997615662847042
-4711336133218190317, 3960265337649853483
-2359268432955415072, 8591189221931138456
65138340600188589, -5152290794659183099
2417486416311269242, -449027841363259534
4769835595828944967, 4181896042934802655
7193960890112805140, 8885158996230725964
-8900434008374037791, -4858321020359595335
-6548084828839584850, -155339542040382682
-4123678059578948485, 4475865817234390163
-1771328880061272760, 9179129874336843008
580738820184725013, -4564632721036718483
3005145593740328930, 138630232275982298
5357493669451344047, 4769835595828944967
7781900443023724924, -8973925900033054284
-8312775930439828919, -4270662946737130975
-5960426755217120490, 360542416832609166
-3536019981661516573, 5063523895151756539
-1183670806438808144, -8679956125733466776
1168678373078802045, -3976693172437543211
3592803667379504970, 654230716155486018
5945151747385552919, 5357493669451344047
8297500922608261604, -8385986351433879268
-7724836381840653647, -3683004868802921847
-5372768677299688578, 948200490455008246
-3020419502077045685, 5651181968790998115
-596012728504664808, -8092298047816034864
1756336446718043877, -3389035094503334339
4108685626235719602, 1241888789777885098
6532810920519645311, 5945151747385552919
8885158996230725964, -7798328273516447356
-7137178303923287527, -3167404389218450703
-4784829128683801626, 1535858564077472606
-2432761424142836557, 6239122621196768459
-8354654882200192, -7504639974176793288
2343994524635475533, -2873434614918863195
4696343699858183962, 1829828342688804626
7120750469118755047, 6532810920519645311
-8973925900033054284, -7210670199877271060
-6621577824321973631, -2579464836324308391
-4197171050766369970, 2123516642011681734
-1844821875543661541, 6826780694819232819
507245828997303784, -6988758015320644192
2931652598257940149, -2285776537001431539
5284001777792327554, 2417486416311269242
7708408547052963919, 7120750469118755047
-8385986351433879268, -6695069715997767340
-6033918646892913943, -1991806762685066559
-3609512977143905354, 2711174715634146094
-1257163797626229629, 7414438772753376411
1095185377613190480, -6401099941698179832
3519310676192083485, -1698118463362189707
5871659851414792170, 3005145593740328930
8224009026637500599, 7708408547052963919
-7798328273516447356, -6107411642375302724
-5445979098276961711, -1404148684767634903
-3093911393736062178, 3299115368039850902
-669505723987053333, 7930039252337912835
1682843455530622392, -5813441868058938000
4107250224791258757, -1110178910468047139
6459317925037256530, 3592803667379504970
8811667104571709471, 8224009026637500599
-7210670199877271060, -5519472089464383196
-4858321020359595335, -816490611145235823
-2505971845136886906, 3886773441679092734
-81846546557993901, 8517978805232055403
2270501529153086752, -5225783790141506088
4622850704392572653, -522520836845648315
7047257477948176314, 4108685626235719602
-9047418895515443065, 8811667104571709471
-6695069715997767340, -4931814015841984116
-4270662946737130975, -228832537505993991
-1918313767219454994, 4402373925558596454
433753933043319995, 9105636878871297235
2858159607087295880, -4638125716519107264
5210508782309938773, 65138340600188589
7634915551570575138, 4696343699858183962
-8459479342621300497, -9047418895515443065
-6107411642375302724, -4344155937924552204
-3683004868802921847, 359108114899776097
-1330655693580213418, 4990031999181061070
1021693485937396771, -8753449116920888261
3445818780221322736, -4050186163608187480
5798166855932403389, 580738820184725013
8150516035450079114, 5284001777792327554
-7871821268982058921, -8459479342621300497
-5519472089464383196, -3756497864285310628
-3167404389218450703, 874708594484312777
-742997615662847042, 5577971552091915062
1609351559559861387, -8165791043298423645
4033758328820497752, -3462528089985723120
6385826033378240037, 1168678373078802045
8738174109089320946, 5871659851414792170
-7284163191064627009, -7871821268982058921
-4931814015841984116, -3240897380405806652
-2579464836324308391, 1462366672418456113
-155339542040382682, 6165629625714379678
2197009633199103219, -7578132965364214773
4549358812716778944, -2946926506594656904
6973765581977415309, 1756336446718043877
-9120910787191236774, 6459317925037256530
-6768562711480156121, -7284163191064627009
-4344155937924552204, -2652956732295069396
-1991806762685066559, 2050024746040920729
360542416832609166, 6753287703648588550
2784667711116534875, -6990193416765105037
5137016886339177768, -2359268432955415072
7561423659894781685, 2343994524635475533
-8532971238592061502, 7047257477948176314
-6180903534034319217, -6768562711480156121
-3756497864285310628, -2065298654360860268
-1404148684767634903, 2637964298935063041
948200490455008246, 7340945777270987630
3372607259715644611, -6474592937180568357
5724674964256609680, -1771328880061272760
8077024139496095325, 2931652598257940149
-7945313160657852630, 7634915551570575138
-5592963985435143945, -6180903534034319217
-3240897380405806652, -1477640580738395652
-816490611145235823, 3225622372574239337
1535858564077472606, 7856546261150491606
3960265337649853483, -5886933759734731709
6312614512872562168, -1183670806438808144
8664682217413527237, 3519310676192083485
-7357655087035388014, 8150516035450079114
